orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,HMIS-MIAR-MNC- Cases Antenatal Visit- First,HMIS-MIAR-MNC- Cases Antenatal Visit – Second,HMIS-MIAR-MNC- Cases Antenatal Visit – Third,HMIS-MIAR-MNC- Cases Antenatal Visit – Fourth,HMIS-MIAR-MNC- Cases Antenatal Visit – Other,HMIS-MIAR-MNC- Cases Postnatal Visit – First,HMIS-MIAR-MNC- Cases Postnatal Visit – Second,HMIS-MIAR-MNC- Cases Postnatal Visit – Other,HMIS-MIAR-OPD- New Patients/Clients,HMIS-MNC- Cases/Admit Women received uterotonic in the third stage of labor,HMIS-MNC- Cases/Admit Antepartum Hemorrhage,HMIS- Cases/Admit Postpartum Hemorrhage,HMIS-MNC- Cases/Admit Eclampsia,HMIS-MNC- Cases/Admit Pre-eclampsia,HMIS- Cases/admit Normal delivery at facility,HMIS- Cases/Admit Assisted delivery at facility,HMIS-HMIR-MNC- Admit Cesarean Section,HMIS-MNC- Cases/Admit Babies breastfeeding at 1st hours of Birth,HMIS-MNC- Cases/Admit Newborn resuscitated,HMIS-MNC- Cases/Admit Low Birth Weight,HMIS-MNC- Cases/Admit Newborn Alive,HMIS-MNC- Neonatal Death due,HMIS-MNC- Stillbirth,HMIS-MNC- Stillbirth Fresh,HMIS-MNC- Stillbirth Rotten,HMIS- Cases/Admit Sepsis,HMIS-MNC- Cases/Admit Asphyxia,HMIS-MNC- Cases/Admit Other Neonatal Complication,HMIS-MNC- Cases/Admit Premature,HMIS-MNC- Neonatal Death due preterm Birth,HMIS-MNC- Neonatal Death due Sepsis,HMIS-MNC- Neonatal Death due Other causes,HMIS-MNC- Neonatal Death due Asphyxia,HMIS- Maternal deaths at the clinics,HMIS- Total number of Neonatal deaths
Afghanistan,South East,Ghazni,Andar,Ebrahim Zay Clinic(2044),bimtIWmzDa2,Ebrahim Zay Clinic(2044),AF-F- 2044,,202505,May 2025,202505,,176,67,26,14,13,84,36,5,3800,82,,,,,79,3,,82,,,82,,,,,,,,2,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Zay Clinic(2044),bimtIWmzDa2,Ebrahim Zay Clinic(2044),AF-F- 2044,,202506,June 2025,202506,,122,49,21,4,14,103,42,2,2974,,,2,,,99,2,,100,,3,101,,1,,1,,,,1,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Zay Clinic(2044),bimtIWmzDa2,Ebrahim Zay Clinic(2044),AF-F- 2044,,202507,July 2025,202507,,136,57,33,16,8,99,36,7,3460,98,,1,,,93,5,,97,,5,97,,1,,1,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Zay Clinic(2044),bimtIWmzDa2,Ebrahim Zay Clinic(2044),AF-F- 2044,,202508,August 2025,202508,,158,48,31,11,10,97,26,11,3606,97,,1,,,97,,,98,,1,98,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Zay Clinic(2044),bimtIWmzDa2,Ebrahim Zay Clinic(2044),AF-F- 2044,,202509,September 2025,202509,,98,66,23,16,8,105,31,10,2905,105,,,,,104,1,,102,1,1,104,,1,,1,,1,,,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Zay Clinic(2044),bimtIWmzDa2,Ebrahim Zay Clinic(2044),AF-F- 2044,,202510,October 2025,202510,,98,36,27,12,11,111,23,10,2802,110,,,,,110,,,,1,1,110,,,,,,1,,1,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Zay Clinic(2044),bimtIWmzDa2,Ebrahim Zay Clinic(2044),AF-F- 2044,,202511,November 2025,202511,,82,36,23,9,12,112,25,10,2990,112,,1,,,108,4,,110,,1,111,,1,,1,,1,,3,,,,,,
Afghanistan,South East,Ghazni,Andar,Ebrahim Zay Clinic(2044),bimtIWmzDa2,Ebrahim Zay Clinic(2044),AF-F- 2044,,202512,December 2025,202512,,95,20,20,15,5,115,20,18,3433,115,1,,,,113,2,,115,1,1,115,,2,,2,,1,,1,,,,,,
Afghanistan,East,Nangarhar,Kot,Elyas Baba SC(3933),NkEu7wWzwmO,Elyas Baba SC(3933),AF-F- 3933,,202501,January 2025,202501,,22,35,15,13,16,15,18,26,1071,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kot,Elyas Baba SC(3933),NkEu7wWzwmO,Elyas Baba SC(3933),AF-F- 3933,,202502,February 2025,202502,,30,16,15,16,14,21,18,20,1344,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kot,Elyas Baba SC(3933),NkEu7wWzwmO,Elyas Baba SC(3933),AF-F- 3933,,202503,March 2025,202503,,23,32,26,11,20,24,20,22,1045,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kot,Elyas Baba SC(3933),NkEu7wWzwmO,Elyas Baba SC(3933),AF-F- 3933,,202504,April 2025,202504,,21,21,22,12,5,17,18,29,986,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kot,Elyas Baba SC(3933),NkEu7wWzwmO,Elyas Baba SC(3933),AF-F- 3933,,202505,May 2025,202505,,31,22,24,20,6,9,14,28,1549,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kot,Elyas Baba SC(3933),NkEu7wWzwmO,Elyas Baba SC(3933),AF-F- 3933,,202506,June 2025,202506,,25,26,20,15,16,12,11,22,1190,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kot,Elyas Baba SC(3933),NkEu7wWzwmO,Elyas Baba SC(3933),AF-F- 3933,,202507,July 2025,202507,,25,13,16,10,15,14,15,25,1228,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kot,Elyas Baba SC(3933),NkEu7wWzwmO,Elyas Baba SC(3933),AF-F- 3933,,202508,August 2025,202508,,15,37,25,22,16,20,18,27,1124,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kot,Elyas Baba SC(3933),NkEu7wWzwmO,Elyas Baba SC(3933),AF-F- 3933,,202509,September 2025,202509,,33,15,35,18,19,16,15,27,1199,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kot,Elyas Baba SC(3933),NkEu7wWzwmO,Elyas Baba SC(3933),AF-F- 3933,,202510,October 2025,202510,,27,27,12,33,22,18,15,23,979,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kot,Elyas Baba SC(3933),NkEu7wWzwmO,Elyas Baba SC(3933),AF-F- 3933,,202511,November 2025,202511,,20,24,17,7,27,16,16,28,895,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kot,Elyas Baba SC(3933),NkEu7wWzwmO,Elyas Baba SC(3933),AF-F- 3933,,202512,December 2025,202512,,17,20,22,20,33,15,15,23,1091,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Zebak,Eskital FHH (4743),x7MsgcpzDd6,Eskital FHH (4743),AF-F- 4743,,202501,January 2025,202501,,2,3,3,4,7,1,2,7,436,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Zebak,Eskital FHH (4743),x7MsgcpzDd6,Eskital FHH (4743),AF-F- 4743,,202502,February 2025,202502,,3,2,3,3,10,2,1,4,501,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Zebak,Eskital FHH (4743),x7MsgcpzDd6,Eskital FHH (4743),AF-F- 4743,,202503,March 2025,202503,,2,3,2,3,9,3,2,3,251,,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Espingul SC(4282),uWTtxaW1ObJ,Espingul SC(4282),AF-F- 4282,,202501,January 2025,202501,,10,9,3,6,13,11,9,5,553,9,,1,,,9,,,8,1,,8,,1,1,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Espingul SC(4282),uWTtxaW1ObJ,Espingul SC(4282),AF-F- 4282,,202502,February 2025,202502,,8,8,9,3,11,8,5,8,565,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Espingul SC(4282),uWTtxaW1ObJ,Espingul SC(4282),AF-F- 4282,,202503,March 2025,202503,,9,8,8,7,7,5,5,2,537,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Espingul SC(4282),uWTtxaW1ObJ,Espingul SC(4282),AF-F- 4282,,202504,April 2025,202504,,9,9,6,8,11,4,5,3,394,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Espingul SC(4282),uWTtxaW1ObJ,Espingul SC(4282),AF-F- 4282,,202505,May 2025,202505,,16,8,6,6,11,6,3,5,838,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Espingul SC(4282),uWTtxaW1ObJ,Espingul SC(4282),AF-F- 4282,,202506,June 2025,202506,,28,16,8,6,13,4,4,3,798,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Espingul SC(4282),uWTtxaW1ObJ,Espingul SC(4282),AF-F- 4282,,202507,July 2025,202507,,14,26,14,8,16,6,3,3,854,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Espingul SC(4282),uWTtxaW1ObJ,Espingul SC(4282),AF-F- 4282,,202508,August 2025,202508,,13,12,24,11,13,6,6,2,513,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Espingul SC(4282),uWTtxaW1ObJ,Espingul SC(4282),AF-F- 4282,,202509,September 2025,202509,,14,12,11,22,12,7,5,4,705,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Espingul SC(4282),uWTtxaW1ObJ,Espingul SC(4282),AF-F- 4282,,202510,October 2025,202510,,7,13,9,9,20,11,4,2,432,,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Espingul SC(4282),uWTtxaW1ObJ,Espingul SC(4282),AF-F- 4282,,202511,November 2025,202511,,8,7,12,9,20,5,4,2,242,2,,,,,2,,,2,,,2,1,,,,,1,,1,1,,,,,1
Afghanistan,North East,Badakhshan,Argo,Espingul SC(4282),uWTtxaW1ObJ,Espingul SC(4282),AF-F- 4282,,202512,December 2025,202512,,11,7,6,10,18,8,4,1,587,6,,1,,,6,,,6,1,,6,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,Estern Zone Mental Health Center-SH(9921),cNZ5s6SQI7V,Estern Zone Mental Health Center-SH(9921),AF-F- 9921,,202505,May 2025,202505,,,,,,,,,,557,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,Estern Zone Mental Health Center-SH(9921),cNZ5s6SQI7V,Estern Zone Mental Health Center-SH(9921),AF-F- 9921,,202506,June 2025,202506,,,,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,Estern Zone Mental Health Center-SH(9921),cNZ5s6SQI7V,Estern Zone Mental Health Center-SH(9921),AF-F- 9921,,202507,July 2025,202507,,,,,,,,,,690,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,Estern Zone Mental Health Center-SH(9921),cNZ5s6SQI7V,Estern Zone Mental Health Center-SH(9921),AF-F- 9921,,202508,August 2025,202508,,,,,,,,,,509,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,Estern Zone Mental Health Center-SH(9921),cNZ5s6SQI7V,Estern Zone Mental Health Center-SH(9921),AF-F- 9921,,202509,September 2025,202509,,,,,,,,,,756,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,Estern Zone Mental Health Center-SH(9921),cNZ5s6SQI7V,Estern Zone Mental Health Center-SH(9921),AF-F- 9921,,202510,October 2025,202510,,,,,,,,,,727,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,Estern Zone Mental Health Center-SH(9921),cNZ5s6SQI7V,Estern Zone Mental Health Center-SH(9921),AF-F- 9921,,202511,November 2025,202511,,,,,,,,,,702,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Jalal Abad,Estern Zone Mental Health Center-SH(9921),cNZ5s6SQI7V,Estern Zone Mental Health Center-SH(9921),AF-F- 9921,,202512,December 2025,202512,,,,,,,,,,752,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center(2987),QMffzndleNm,Faizabad Prison Health Center(2987),AF-F- 2987,,202501,January 2025,202501,,,,,,,,,,635,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center(2987),QMffzndleNm,Faizabad Prison Health Center(2987),AF-F- 2987,,202502,February 2025,202502,,,,,,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center(2987),QMffzndleNm,Faizabad Prison Health Center(2987),AF-F- 2987,,202503,March 2025,202503,,,,,,,,,,493,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center(2987),QMffzndleNm,Faizabad Prison Health Center(2987),AF-F- 2987,,202504,April 2025,202504,,,,,,,,,,541,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center(2987),QMffzndleNm,Faizabad Prison Health Center(2987),AF-F- 2987,,202505,May 2025,202505,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center(2987),QMffzndleNm,Faizabad Prison Health Center(2987),AF-F- 2987,,202506,June 2025,202506,,,,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center(2987),QMffzndleNm,Faizabad Prison Health Center(2987),AF-F- 2987,,202507,July 2025,202507,,,,,,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center(2987),QMffzndleNm,Faizabad Prison Health Center(2987),AF-F- 2987,,202508,August 2025,202508,,,,,,,,,,598,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center(2987),QMffzndleNm,Faizabad Prison Health Center(2987),AF-F- 2987,,202509,September 2025,202509,,,,,,,,,,619,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center(2987),QMffzndleNm,Faizabad Prison Health Center(2987),AF-F- 2987,,202510,October 2025,202510,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center(2987),QMffzndleNm,Faizabad Prison Health Center(2987),AF-F- 2987,,202511,November 2025,202511,,,,,,,,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),Faizabad Prison Health Center(2987),QMffzndleNm,Faizabad Prison Health Center(2987),AF-F- 2987,,202512,December 2025,202512,,,,,,,,,,562,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,His-e-Awal-e-Behsood,Farakholm CHC+(1061),blfDGLxBgCe,Farakholm CHC+(1061),AF-F- 1061,,202501,January 2025,202501,,19,12,5,6,28,14,10,14,1758,,1,3,,1,13,1,,14,,1,13,,1,,1,,,,,,,,,,
Afghanistan,Central West,Wardak,His-e-Awal-e-Behsood,Farakholm CHC+(1061),blfDGLxBgCe,Farakholm CHC+(1061),AF-F- 1061,,202502,February 2025,202502,,14,16,11,6,24,15,13,24,1504,,,,,,12,,3,13,,,13,,2,2,,,,,,,,,,,
Afghanistan,Central West,Wardak,His-e-Awal-e-Behsood,Farakholm CHC+(1061),blfDGLxBgCe,Farakholm CHC+(1061),AF-F- 1061,,202503,March 2025,202503,,14,8,11,7,19,13,7,15,1355,,3,2,,1,10,2,1,13,,,13,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,His-e-Awal-e-Behsood,Farakholm CHC+(1061),blfDGLxBgCe,Farakholm CHC+(1061),AF-F- 1061,,202504,April 2025,202504,,48,14,9,12,16,18,10,11,2361,,1,2,,1,14,,4,15,1,2,15,1,2,1,1,1,1,,1,1,,,,,1
Afghanistan,Central West,Wardak,His-e-Awal-e-Behsood,Farakholm CHC+(1061),blfDGLxBgCe,Farakholm CHC+(1061),AF-F- 1061,,202505,May 2025,202505,,54,32,14,8,26,26,18,15,3519,,3,,,,18,1,5,22,,2,22,2,2,2,,,,,2,1,,,1,,2
Afghanistan,Central West,Wardak,His-e-Awal-e-Behsood,Farakholm CHC+(1061),blfDGLxBgCe,Farakholm CHC+(1061),AF-F- 1061,,202506,June 2025,202506,,38,18,20,11,18,33,20,25,3549,,3,2,,1,28,1,3,30,,3,30,,2,2,,,,,3,,,,,,
Afghanistan,Central West,Wardak,His-e-Awal-e-Behsood,Farakholm CHC+(1061),blfDGLxBgCe,Farakholm CHC+(1061),AF-F- 1061,,202507,July 2025,202507,,70,23,17,19,22,24,15,31,3975,,3,,,,22,,2,22,,1,22,,,,,,,,3,,,,,,
Afghanistan,Central West,Wardak,His-e-Awal-e-Behsood,Farakholm CHC+(1061),blfDGLxBgCe,Farakholm CHC+(1061),AF-F- 1061,,202508,August 2025,202508,,39,28,18,14,24,22,19,26,3536,,2,,,,16,2,4,,,,22,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,His-e-Awal-e-Behsood,Farakholm CHC+(1061),blfDGLxBgCe,Farakholm CHC+(1061),AF-F- 1061,,202509,September 2025,202509,,48,22,25,9,19,16,13,31,3093,,2,,,,10,5,1,16,,1,16,,,,,,,,1,,,,,,
Afghanistan,Central West,Wardak,His-e-Awal-e-Behsood,Farakholm CHC+(1061),blfDGLxBgCe,Farakholm CHC+(1061),AF-F- 1061,,202510,October 2025,202510,,14,22,14,22,17,13,10,26,2135,,,,,,11,1,1,12,1,,12,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,His-e-Awal-e-Behsood,Farakholm CHC+(1061),blfDGLxBgCe,Farakholm CHC+(1061),AF-F- 1061,,202511,November 2025,202511,,29,12,19,12,22,16,14,12,2482,,1,1,,,13,,3,15,,,15,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,His-e-Awal-e-Behsood,Farakholm CHC+(1061),blfDGLxBgCe,Farakholm CHC+(1061),AF-F- 1061,,202512,December 2025,202512,,16,13,10,11,30,14,5,17,2202,,2,,,,11,3,,13,,1,14,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaftal Sofla,Farghambol Clinic(1985),z107rS3Cx8e,Farghambol Clinic(1985),AF-F- 1985,,202501,January 2025,202501,,51,38,31,27,14,23,22,40,2301,8,,,,,6,2,,8,,,8,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaftal Sofla,Farghambol Clinic(1985),z107rS3Cx8e,Farghambol Clinic(1985),AF-F- 1985,,202502,February 2025,202502,,66,29,19,20,18,33,29,39,2100,7,,,,,4,3,,7,,,7,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaftal Sofla,Farghambol Clinic(1985),z107rS3Cx8e,Farghambol Clinic(1985),AF-F- 1985,,202503,March 2025,202503,,35,34,27,10,20,15,16,39,1941,8,,,,,7,1,,8,,,8,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaftal Sofla,Farghambol Clinic(1985),z107rS3Cx8e,Farghambol Clinic(1985),AF-F- 1985,,202504,April 2025,202504,,58,32,25,13,22,35,33,47,1459,9,,,,,6,3,,9,,,9,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaftal Sofla,Farghambol Clinic(1985),z107rS3Cx8e,Farghambol Clinic(1985),AF-F- 1985,,202505,May 2025,202505,,61,32,24,17,16,35,36,38,2154,10,,,,,7,3,,10,,,10,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaftal Sofla,Farghambol Clinic(1985),z107rS3Cx8e,Farghambol Clinic(1985),AF-F- 1985,,202506,June 2025,202506,,62,34,15,18,14,31,31,39,1882,8,,,,,5,3,,8,,,8,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaftal Sofla,Farghambol Clinic(1985),z107rS3Cx8e,Farghambol Clinic(1985),AF-F- 1985,,202507,July 2025,202507,,60,47,17,9,13,22,22,43,2072,11,,,,,4,7,,11,,,11,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaftal Sofla,Farghambol Clinic(1985),z107rS3Cx8e,Farghambol Clinic(1985),AF-F- 1985,,202508,August 2025,202508,,79,34,27,11,12,22,22,43,1787,8,,1,,,3,5,,8,,,8,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaftal Sofla,Farghambol Clinic(1985),z107rS3Cx8e,Farghambol Clinic(1985),AF-F- 1985,,202509,September 2025,202509,,69,40,22,13,8,27,27,39,2009,9,,1,,,5,4,,9,,,9,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaftal Sofla,Farghambol Clinic(1985),z107rS3Cx8e,Farghambol Clinic(1985),AF-F- 1985,,202510,October 2025,202510,,70,47,38,21,10,21,21,42,2064,10,,,,,7,3,,10,,,10,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaftal Sofla,Farghambol Clinic(1985),z107rS3Cx8e,Farghambol Clinic(1985),AF-F- 1985,,202511,November 2025,202511,,56,38,24,25,13,28,27,48,1867,7,,,,,4,3,,7,,,7,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaftal Sofla,Farghambol Clinic(1985),z107rS3Cx8e,Farghambol Clinic(1985),AF-F- 1985,,202512,December 2025,202512,,40,35,32,13,14,26,26,29,1902,10,,,,,10,,,10,,,10,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm Hada SHC(4595),Xuny0hopdXM,Farm Hada SHC(4595),AF-F- 4595,,202501,January 2025,202501,,44,27,36,12,4,16,12,18,1225,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm Hada SHC(4595),Xuny0hopdXM,Farm Hada SHC(4595),AF-F- 4595,,202502,February 2025,202502,,38,35,25,16,7,10,9,32,1231,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm Hada SHC(4595),Xuny0hopdXM,Farm Hada SHC(4595),AF-F- 4595,,202503,March 2025,202503,,56,27,16,10,9,9,11,27,1446,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm Hada SHC(4595),Xuny0hopdXM,Farm Hada SHC(4595),AF-F- 4595,,202504,April 2025,202504,,52,35,23,8,6,14,15,20,894,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm Hada SHC(4595),Xuny0hopdXM,Farm Hada SHC(4595),AF-F- 4595,,202505,May 2025,202505,,41,28,20,11,5,5,4,21,1264,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm Hada SHC(4595),Xuny0hopdXM,Farm Hada SHC(4595),AF-F- 4595,,202506,June 2025,202506,,26,30,25,21,11,12,12,18,779,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm Hada SHC(4595),Xuny0hopdXM,Farm Hada SHC(4595),AF-F- 4595,,202507,July 2025,202507,,50,29,29,8,7,13,13,23,866,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm Hada SHC(4595),Xuny0hopdXM,Farm Hada SHC(4595),AF-F- 4595,,202508,August 2025,202508,,50,32,14,16,7,11,12,26,1125,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm Hada SHC(4595),Xuny0hopdXM,Farm Hada SHC(4595),AF-F- 4595,,202509,September 2025,202509,,48,30,27,9,5,14,12,22,1075,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm Hada SHC(4595),Xuny0hopdXM,Farm Hada SHC(4595),AF-F- 4595,,202510,October 2025,202510,,41,37,21,13,7,12,12,24,1006,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm Hada SHC(4595),Xuny0hopdXM,Farm Hada SHC(4595),AF-F- 4595,,202511,November 2025,202511,,51,36,25,13,3,13,15,26,963,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm Hada SHC(4595),Xuny0hopdXM,Farm Hada SHC(4595),AF-F- 4595,,202512,December 2025,202512,,30,38,34,11,7,12,12,25,1186,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm-e-Hada Clinic (4664),kChaB6xEpe9,Farm-e-Hada Clinic (4664),AF-F- 4664,,202501,January 2025,202501,,37,115,85,67,42,33,21,29,1993,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm-e-Hada Clinic (4664),kChaB6xEpe9,Farm-e-Hada Clinic (4664),AF-F- 4664,,202502,February 2025,202502,,,,,,,,,,1411,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm-e-Hada Clinic (4664),kChaB6xEpe9,Farm-e-Hada Clinic (4664),AF-F- 4664,,202503,March 2025,202503,,36,67,54,46,59,33,88,13,1582,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm-e-Hada Clinic (4664),kChaB6xEpe9,Farm-e-Hada Clinic (4664),AF-F- 4664,,202504,April 2025,202504,,103,88,36,42,29,31,20,3,1888,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm-e-Hada Clinic (4664),kChaB6xEpe9,Farm-e-Hada Clinic (4664),AF-F- 4664,,202505,May 2025,202505,,91,39,28,62,,89,22,29,3858,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm-e-Hada Clinic (4664),kChaB6xEpe9,Farm-e-Hada Clinic (4664),AF-F- 4664,,202506,June 2025,202506,,85,35,22,49,10,45,32,17,2337,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,Farm-e-Hada Clinic (4664),kChaB6xEpe9,Farm-e-Hada Clinic (4664),AF-F- 4664,,202507,July 2025,202507,,111,31,14,75,13,96,35,55,3235,,,,,,,,,,,,,,,,,,,,,,,,,,
