orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,HMIS-MIAR-MNC- Cases Antenatal Visit- First,HMIS-MIAR-MNC- Cases Antenatal Visit – Second,HMIS-MIAR-MNC- Cases Antenatal Visit – Third,HMIS-MIAR-MNC- Cases Antenatal Visit – Fourth,HMIS-MIAR-MNC- Cases Antenatal Visit – Other,HMIS-MIAR-MNC- Cases Postnatal Visit – First,HMIS-MIAR-MNC- Cases Postnatal Visit – Second,HMIS-MIAR-MNC- Cases Postnatal Visit – Other,HMIS-MIAR-OPD- New Patients/Clients,HMIS-MNC- Cases/Admit Women received uterotonic in the third stage of labor,HMIS-MNC- Cases/Admit Antepartum Hemorrhage,HMIS- Cases/Admit Postpartum Hemorrhage,HMIS-MNC- Cases/Admit Eclampsia,HMIS-MNC- Cases/Admit Pre-eclampsia,HMIS- Cases/admit Normal delivery at facility,HMIS- Cases/Admit Assisted delivery at facility,HMIS-HMIR-MNC- Admit Cesarean Section,HMIS-MNC- Cases/Admit Babies breastfeeding at 1st hours of Birth,HMIS-MNC- Cases/Admit Newborn resuscitated,HMIS-MNC- Cases/Admit Low Birth Weight,HMIS-MNC- Cases/Admit Newborn Alive,HMIS-MNC- Neonatal Death due,HMIS-MNC- Stillbirth,HMIS-MNC- Stillbirth Fresh,HMIS-MNC- Stillbirth Rotten,HMIS- Cases/Admit Sepsis,HMIS-MNC- Cases/Admit Asphyxia,HMIS-MNC- Cases/Admit Other Neonatal Complication,HMIS-MNC- Cases/Admit Premature,HMIS-MNC- Neonatal Death due preterm Birth,HMIS-MNC- Neonatal Death due Sepsis,HMIS-MNC- Neonatal Death due Other causes,HMIS-MNC- Neonatal Death due Asphyxia,HMIS- Maternal deaths at the clinics,HMIS- Total number of Neonatal deaths
Afghanistan,Central West,Wardak,Said Abad,Sheikh Abad Clinic (1148),SzdfpAPGOxb,Sheikh Abad Clinic (1148),AF-F- 1148,,202504,April 2025,202504,,20,18,13,6,5,17,19,20,1378,,1,,,,,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikh Abad Clinic (1148),SzdfpAPGOxb,Sheikh Abad Clinic (1148),AF-F- 1148,,202505,May 2025,202505,,55,36,30,25,16,34,40,44,1958,,1,,,,2,,,,,,4,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikh Abad Clinic (1148),SzdfpAPGOxb,Sheikh Abad Clinic (1148),AF-F- 1148,,202506,June 2025,202506,,39,30,24,20,5,18,25,30,1661,,,,,,,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikh Abad Clinic (1148),SzdfpAPGOxb,Sheikh Abad Clinic (1148),AF-F- 1148,,202507,July 2025,202507,,46,35,30,20,10,3,35,30,1991,,1,,,,1,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikh Abad Clinic (1148),SzdfpAPGOxb,Sheikh Abad Clinic (1148),AF-F- 1148,,202508,August 2025,202508,,52,35,39,21,10,6,40,54,1795,,,1,,,1,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikh Abad Clinic (1148),SzdfpAPGOxb,Sheikh Abad Clinic (1148),AF-F- 1148,,202509,September 2025,202509,,40,39,31,25,15,5,41,60,2022,,,,,,2,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikh Abad Clinic (1148),SzdfpAPGOxb,Sheikh Abad Clinic (1148),AF-F- 1148,,202510,October 2025,202510,,37,33,34,27,15,10,48,65,1979,,,,,,4,,,6,,2,4,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikh Abad Clinic (1148),SzdfpAPGOxb,Sheikh Abad Clinic (1148),AF-F- 1148,,202511,November 2025,202511,,34,29,30,21,15,5,40,60,1587,,2,,,,,,,2,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikh Abad Clinic (1148),SzdfpAPGOxb,Sheikh Abad Clinic (1148),AF-F- 1148,,202512,December 2025,202512,,49,30,33,25,15,4,59,77,1898,,,,,,,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic(2914),b7Ald2LKDKS,Sheikh Mesri New Township Clinic(2914),AF-F- 2914,,202501,January 2025,202501,,26,50,30,18,17,23,21,48,3007,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic(2914),b7Ald2LKDKS,Sheikh Mesri New Township Clinic(2914),AF-F- 2914,,202502,February 2025,202502,,4,1,,,,,,,3601,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic(2914),b7Ald2LKDKS,Sheikh Mesri New Township Clinic(2914),AF-F- 2914,,202503,March 2025,202503,,73,37,28,10,5,51,34,5,2846,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic(2914),b7Ald2LKDKS,Sheikh Mesri New Township Clinic(2914),AF-F- 2914,,202504,April 2025,202504,,50,78,30,13,8,24,37,88,1690,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic(2914),b7Ald2LKDKS,Sheikh Mesri New Township Clinic(2914),AF-F- 2914,,202505,May 2025,202505,,63,41,48,15,2,37,36,56,2178,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic(2914),b7Ald2LKDKS,Sheikh Mesri New Township Clinic(2914),AF-F- 2914,,202506,June 2025,202506,,52,53,27,30,7,21,24,62,2067,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic(2914),b7Ald2LKDKS,Sheikh Mesri New Township Clinic(2914),AF-F- 2914,,202507,July 2025,202507,,69,55,51,17,15,26,25,47,2052,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic(2914),b7Ald2LKDKS,Sheikh Mesri New Township Clinic(2914),AF-F- 2914,,202508,August 2025,202508,,60,55,44,24,15,34,31,52,2606,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic(2914),b7Ald2LKDKS,Sheikh Mesri New Township Clinic(2914),AF-F- 2914,,202509,September 2025,202509,,78,57,27,24,9,42,41,60,3212,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic(2914),b7Ald2LKDKS,Sheikh Mesri New Township Clinic(2914),AF-F- 2914,,202510,October 2025,202510,,83,73,34,13,10,29,34,81,3328,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic(2914),b7Ald2LKDKS,Sheikh Mesri New Township Clinic(2914),AF-F- 2914,,202511,November 2025,202511,,55,75,53,21,13,41,38,65,4220,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Sorkh Road,Sheikh Mesri New Township Clinic(2914),b7Ald2LKDKS,Sheikh Mesri New Township Clinic(2914),AF-F- 2914,,202512,December 2025,202512,,42,54,53,22,10,41,44,67,1943,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikhabad Emergency FAP (3499),nYhjDHaIXq5,Sheikhabad Emergency FAP (3499),AF-F- 3499,,202501,January 2025,202501,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikhabad Emergency FAP (3499),nYhjDHaIXq5,Sheikhabad Emergency FAP (3499),AF-F- 3499,,202502,February 2025,202502,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikhabad Emergency FAP (3499),nYhjDHaIXq5,Sheikhabad Emergency FAP (3499),AF-F- 3499,,202503,March 2025,202503,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikhabad Emergency FAP (3499),nYhjDHaIXq5,Sheikhabad Emergency FAP (3499),AF-F- 3499,,202504,April 2025,202504,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikhabad Emergency FAP (3499),nYhjDHaIXq5,Sheikhabad Emergency FAP (3499),AF-F- 3499,,202505,May 2025,202505,,,,,,,,,,287,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikhabad Emergency FAP (3499),nYhjDHaIXq5,Sheikhabad Emergency FAP (3499),AF-F- 3499,,202506,June 2025,202506,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikhabad Emergency FAP (3499),nYhjDHaIXq5,Sheikhabad Emergency FAP (3499),AF-F- 3499,,202507,July 2025,202507,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikhabad Emergency FAP (3499),nYhjDHaIXq5,Sheikhabad Emergency FAP (3499),AF-F- 3499,,202508,August 2025,202508,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikhabad Emergency FAP (3499),nYhjDHaIXq5,Sheikhabad Emergency FAP (3499),AF-F- 3499,,202509,September 2025,202509,,,,,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikhabad Emergency FAP (3499),nYhjDHaIXq5,Sheikhabad Emergency FAP (3499),AF-F- 3499,,202510,October 2025,202510,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikhabad Emergency FAP (3499),nYhjDHaIXq5,Sheikhabad Emergency FAP (3499),AF-F- 3499,,202511,November 2025,202511,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central West,Wardak,Said Abad,Sheikhabad Emergency FAP (3499),nYhjDHaIXq5,Sheikhabad Emergency FAP (3499),AF-F- 3499,,202512,December 2025,202512,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shekay,Sheki Darwaz  Clinic(0422),K6hO8K3nRP6,Sheki Darwaz  Clinic(0422),AF-F- 0422,,202501,January 2025,202501,,16,1,2,4,7,7,1,1,1619,7,,,,,7,,,8,,,8,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shekay,Sheki Darwaz  Clinic(0422),K6hO8K3nRP6,Sheki Darwaz  Clinic(0422),AF-F- 0422,,202502,February 2025,202502,,58,39,29,17,12,21,27,42,1750,9,2,,,,9,,,9,,,9,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shekay,Sheki Darwaz  Clinic(0422),K6hO8K3nRP6,Sheki Darwaz  Clinic(0422),AF-F- 0422,,202503,March 2025,202503,,48,58,24,17,16,30,28,51,1573,14,,,,,14,,,14,2,1,14,,,,,,,,1,,,,,,
Afghanistan,North East,Badakhshan,Shekay,Sheki Darwaz  Clinic(0422),K6hO8K3nRP6,Sheki Darwaz  Clinic(0422),AF-F- 0422,,202504,April 2025,202504,,33,45,30,10,10,17,15,16,1171,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shekay,Sheki Darwaz  Clinic(0422),K6hO8K3nRP6,Sheki Darwaz  Clinic(0422),AF-F- 0422,,202505,May 2025,202505,,43,15,41,27,23,21,23,29,1529,7,,,,,7,,,7,,,7,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shekay,Sheki Darwaz  Clinic(0422),K6hO8K3nRP6,Sheki Darwaz  Clinic(0422),AF-F- 0422,,202506,June 2025,202506,,63,34,20,12,20,25,20,24,1580,7,,,,,7,,,7,,1,7,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shekay,Sheki Darwaz  Clinic(0422),K6hO8K3nRP6,Sheki Darwaz  Clinic(0422),AF-F- 0422,,202507,July 2025,202507,,51,40,18,17,23,25,26,21,1485,10,,,,,10,,,10,,,10,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shekay,Sheki Darwaz  Clinic(0422),K6hO8K3nRP6,Sheki Darwaz  Clinic(0422),AF-F- 0422,,202508,August 2025,202508,,62,20,15,11,13,16,18,18,1288,9,,,,,9,,,8,,,8,,1,1,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shekay,Sheki Darwaz  Clinic(0422),K6hO8K3nRP6,Sheki Darwaz  Clinic(0422),AF-F- 0422,,202509,September 2025,202509,,33,40,27,13,10,20,19,28,1092,9,,,,,9,,,9,,,9,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shekay,Sheki Darwaz  Clinic(0422),K6hO8K3nRP6,Sheki Darwaz  Clinic(0422),AF-F- 0422,,202510,October 2025,202510,,30,42,38,12,6,20,28,21,1269,10,,,,,10,,,10,,,10,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shekay,Sheki Darwaz  Clinic(0422),K6hO8K3nRP6,Sheki Darwaz  Clinic(0422),AF-F- 0422,,202511,November 2025,202511,,35,35,21,18,6,24,20,26,971,6,,,,,6,,,6,,,6,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shekay,Sheki Darwaz  Clinic(0422),K6hO8K3nRP6,Sheki Darwaz  Clinic(0422),AF-F- 0422,,202512,December 2025,202512,,38,36,28,17,19,22,19,24,992,5,1,,,,5,,,4,,2,4,1,1,1,,,1,,,,,,1,,1
Afghanistan,North East,Badakhshan,Yaawan,Shengan SHC(2327),ppu5jZZ6N3v,Shengan SHC(2327),AF-F- 2327,,202501,January 2025,202501,,25,13,13,4,3,19,10,2,876,13,,3,,1,10,3,,13,1,,13,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaawan,Shengan SHC(2327),ppu5jZZ6N3v,Shengan SHC(2327),AF-F- 2327,,202502,February 2025,202502,,18,15,11,7,5,18,9,4,933,14,1,,,,11,3,,14,1,2,15,1,,,,,,,1,1,,,,,1
Afghanistan,North East,Badakhshan,Yaawan,Shengan SHC(2327),ppu5jZZ6N3v,Shengan SHC(2327),AF-F- 2327,,202503,March 2025,202503,,17,11,8,7,2,13,9,2,666,9,,1,,,9,,,9,,,9,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaawan,Shengan SHC(2327),ppu5jZZ6N3v,Shengan SHC(2327),AF-F- 2327,,202504,April 2025,202504,,19,14,10,4,5,14,8,5,575,9,,1,,,9,,,9,,1,9,,,,,,,,1,,,,,,
Afghanistan,North East,Badakhshan,Yaawan,Shengan SHC(2327),ppu5jZZ6N3v,Shengan SHC(2327),AF-F- 2327,,202505,May 2025,202505,,24,11,9,8,3,20,7,3,878,15,,,,,13,2,,15,2,1,15,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaawan,Shengan SHC(2327),ppu5jZZ6N3v,Shengan SHC(2327),AF-F- 2327,,202506,June 2025,202506,,9,11,5,3,5,12,10,,640,9,1,,,,8,1,,8,,1,8,,1,,1,,,,1,,,,,,
Afghanistan,North East,Badakhshan,Yaawan,Shengan SHC(2327),ppu5jZZ6N3v,Shengan SHC(2327),AF-F- 2327,,202507,July 2025,202507,,27,12,6,4,2,18,6,2,810,10,,1,,,9,1,,10,1,1,10,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaawan,Shengan SHC(2327),ppu5jZZ6N3v,Shengan SHC(2327),AF-F- 2327,,202508,August 2025,202508,,28,9,9,6,3,27,6,2,868,18,,1,,,18,,,18,,1,18,,1,,1,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaawan,Shengan SHC(2327),ppu5jZZ6N3v,Shengan SHC(2327),AF-F- 2327,,202509,September 2025,202509,,44,34,28,21,24,33,29,12,1211,17,,,,,15,2,,17,2,,17,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaawan,Shengan SHC(2327),ppu5jZZ6N3v,Shengan SHC(2327),AF-F- 2327,,202510,October 2025,202510,,20,13,8,5,2,10,10,3,609,7,,1,,,7,,,7,,,7,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaawan,Shengan SHC(2327),ppu5jZZ6N3v,Shengan SHC(2327),AF-F- 2327,,202511,November 2025,202511,,25,13,7,6,2,9,6,6,566,6,,1,,,6,,,6,,,6,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Yaawan,Shengan SHC(2327),ppu5jZZ6N3v,Shengan SHC(2327),AF-F- 2327,,202512,December 2025,202512,,22,15,8,4,5,13,7,5,763,9,,,,,8,1,,9,1,1,9,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Shenyah-e-Aqzarat Clinic(1776),X4eocbHwR3Y,Shenyah-e-Aqzarat Clinic(1776),AF-F- 1776,,202501,January 2025,202501,,11,10,6,8,10,2,2,3,767,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Shenyah-e-Aqzarat Clinic(1776),X4eocbHwR3Y,Shenyah-e-Aqzarat Clinic(1776),AF-F- 1776,,202502,February 2025,202502,,9,11,8,6,14,5,5,5,735,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Shenyah-e-Aqzarat Clinic(1776),X4eocbHwR3Y,Shenyah-e-Aqzarat Clinic(1776),AF-F- 1776,,202503,March 2025,202503,,6,10,11,9,17,3,2,7,533,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Shenyah-e-Aqzarat Clinic(1776),X4eocbHwR3Y,Shenyah-e-Aqzarat Clinic(1776),AF-F- 1776,,202504,April 2025,202504,,5,12,9,9,19,3,5,3,677,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Shenyah-e-Aqzarat Clinic(1776),X4eocbHwR3Y,Shenyah-e-Aqzarat Clinic(1776),AF-F- 1776,,202505,May 2025,202505,,19,8,8,7,16,2,6,9,886,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Shenyah-e-Aqzarat Clinic(1776),X4eocbHwR3Y,Shenyah-e-Aqzarat Clinic(1776),AF-F- 1776,,202506,June 2025,202506,,13,11,8,8,12,4,7,9,792,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Shenyah-e-Aqzarat Clinic(1776),X4eocbHwR3Y,Shenyah-e-Aqzarat Clinic(1776),AF-F- 1776,,202507,July 2025,202507,,11,18,9,7,15,4,5,16,710,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Shenyah-e-Aqzarat Clinic(1776),X4eocbHwR3Y,Shenyah-e-Aqzarat Clinic(1776),AF-F- 1776,,202508,August 2025,202508,,7,11,8,7,18,6,8,11,851,5,,,,,6,,,5,,,5,,1,1,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Shenyah-e-Aqzarat Clinic(1776),X4eocbHwR3Y,Shenyah-e-Aqzarat Clinic(1776),AF-F- 1776,,202509,September 2025,202509,,5,10,12,8,13,7,8,11,708,7,,,,,7,,,7,,,7,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Shenyah-e-Aqzarat Clinic(1776),X4eocbHwR3Y,Shenyah-e-Aqzarat Clinic(1776),AF-F- 1776,,202510,October 2025,202510,,15,6,11,12,10,4,5,15,624,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Shenyah-e-Aqzarat Clinic(1776),X4eocbHwR3Y,Shenyah-e-Aqzarat Clinic(1776),AF-F- 1776,,202511,November 2025,202511,,7,14,7,8,14,2,2,10,888,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central West,Bamyan,Panjab,Shenyah-e-Aqzarat Clinic(1776),X4eocbHwR3Y,Shenyah-e-Aqzarat Clinic(1776),AF-F- 1776,,202512,December 2025,202512,,11,9,16,8,25,2,2,4,898,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Kohestan (Badakhshan),Shepoo SHC(20427),s2s5vPlom5l,Shepoo SHC(20427),AF-F- 20427,,202512,December 2025,202512,,56,,,,,7,7,,637,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shergar SC(4118),O0k2hrM2mkT,Shergar SC(4118),AF-F- 4118,,202501,January 2025,202501,,28,18,18,24,8,17,15,17,1417,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shergar SC(4118),O0k2hrM2mkT,Shergar SC(4118),AF-F- 4118,,202502,February 2025,202502,,37,30,21,20,17,14,20,23,2407,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shergar SC(4118),O0k2hrM2mkT,Shergar SC(4118),AF-F- 4118,,202503,March 2025,202503,,44,32,20,13,16,9,27,13,2006,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shergar SC(4118),O0k2hrM2mkT,Shergar SC(4118),AF-F- 4118,,202504,April 2025,202504,,35,50,20,20,11,2,16,15,1629,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shergar SC(4118),O0k2hrM2mkT,Shergar SC(4118),AF-F- 4118,,202505,May 2025,202505,,53,23,42,17,13,1,16,24,1852,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shergar SC(4118),O0k2hrM2mkT,Shergar SC(4118),AF-F- 4118,,202506,June 2025,202506,,28,36,26,,35,3,12,17,1668,,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shergar SC(4118),O0k2hrM2mkT,Shergar SC(4118),AF-F- 4118,,202507,July 2025,202507,,41,30,24,25,21,6,16,20,1881,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shergar SC(4118),O0k2hrM2mkT,Shergar SC(4118),AF-F- 4118,,202508,August 2025,202508,,30,32,37,24,28,3,12,16,2040,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shergar SC(4118),O0k2hrM2mkT,Shergar SC(4118),AF-F- 4118,,202509,September 2025,202509,,34,26,24,29,28,5,26,22,2271,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shergar SC(4118),O0k2hrM2mkT,Shergar SC(4118),AF-F- 4118,,202510,October 2025,202510,,38,28,23,18,17,3,19,32,1636,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shergar SC(4118),O0k2hrM2mkT,Shergar SC(4118),AF-F- 4118,,202511,November 2025,202511,,24,28,23,18,17,3,19,32,1799,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shergar SC(4118),O0k2hrM2mkT,Shergar SC(4118),AF-F- 4118,,202512,December 2025,202512,,33,27,29,14,2,3,15,43,979,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Kama,Shikhan Aw Kandaharo-Clinic(4384),JKOBVEEQOMx,Shikhan Aw Kandaharo-Clinic(4384),AF-F- 4384,,202501,January 2025,202501,,53,36,7,12,8,30,15,11,1185,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Kherwaar,Shikhan Clinic(2071),NI2FcMbZCCa,Shikhan Clinic(2071),AF-F- 2071,,202501,January 2025,202501,,33,69,50,37,12,21,20,,747,,,,,,21,,,21,,,21,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Kherwaar,Shikhan Clinic(2071),NI2FcMbZCCa,Shikhan Clinic(2071),AF-F- 2071,,202502,February 2025,202502,,39,64,58,33,16,29,18,,812,,,,,,29,,,29,,1,29,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Kherwaar,Shikhan Clinic(2071),NI2FcMbZCCa,Shikhan Clinic(2071),AF-F- 2071,,202503,March 2025,202503,,35,44,57,40,24,26,19,,670,,,,,,26,,,26,,,26,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Kherwaar,Shikhan Clinic(2071),NI2FcMbZCCa,Shikhan Clinic(2071),AF-F- 2071,,202504,April 2025,202504,,51,49,49,44,18,20,21,,886,,,,,,20,,,20,,1,20,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Kherwaar,Shikhan Clinic(2071),NI2FcMbZCCa,Shikhan Clinic(2071),AF-F- 2071,,202505,May 2025,202505,,73,41,36,33,29,27,18,,1000,,,,,,26,,,25,,,25,1,1,1,,,,,,1,,,,,1
Afghanistan,Central East,Logar,Kherwaar,Shikhan Clinic(2071),NI2FcMbZCCa,Shikhan Clinic(2071),AF-F- 2071,,202506,June 2025,202506,,50,56,44,31,18,15,17,,1048,,,,,,15,,,15,,,15,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Kherwaar,Shikhan Clinic(2071),NI2FcMbZCCa,Shikhan Clinic(2071),AF-F- 2071,,202507,July 2025,202507,,67,63,21,27,35,24,21,,1776,,,,,,24,,,24,,,24,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Kherwaar,Shikhan Clinic(2071),NI2FcMbZCCa,Shikhan Clinic(2071),AF-F- 2071,,202508,August 2025,202508,,77,51,43,21,19,25,19,,1202,,,,,,25,,,24,,,24,,1,,1,,,,,,,,,,
Afghanistan,Central East,Logar,Kherwaar,Shikhan Clinic(2071),NI2FcMbZCCa,Shikhan Clinic(2071),AF-F- 2071,,202509,September 2025,202509,,62,66,33,23,28,23,21,,1465,,,,,,23,,,22,,,23,,1,,1,,,,,,,,,,
Afghanistan,Central East,Logar,Kherwaar,Shikhan Clinic(2071),NI2FcMbZCCa,Shikhan Clinic(2071),AF-F- 2071,,202510,October 2025,202510,,66,58,49,18,19,22,18,,1099,,,,,,22,,,22,,,22,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Kherwaar,Shikhan Clinic(2071),NI2FcMbZCCa,Shikhan Clinic(2071),AF-F- 2071,,202511,November 2025,202511,,63,70,48,19,11,23,20,,1249,,,,,,23,,,24,,2,24,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Kherwaar,Shikhan Clinic(2071),NI2FcMbZCCa,Shikhan Clinic(2071),AF-F- 2071,,202512,December 2025,202512,,55,59,57,21,13,16,19,,1228,,,,,,16,,,16,,,16,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Malestan,Shina Deh Clinic(0266),ntLXZZ7xW0f,Shina Deh Clinic(0266),AF-F- 0266,,202501,January 2025,202501,,29,36,31,38,88,17,16,50,3044,17,,,,,16,1,,17,,1,16,,,,,,,,,,,,,,
